ID,ZIP,STABRV,ZIP3,STATE_NAME,REGION,sample_year,PFAS water sites,Total households,Median household income,Income_DESC,Total population,Nonwhite,Percent Nonwhite,Nonwhite_DESC,Housing units,START_DATE,END_DATE,latitude,longitude,name,desc,source,precision
2339,17222,PA,172,Pennsylvania,Northeast Region,2020,1,4635,66146,"$55,001 - $75,000",10717,1258,11.7,10% - 25%,5020,2020-01-01,2023-01-01,39.90485,-77.543808,17222,"17222, PA",Bing Maps,postcode
2340,17233,PA,172,Pennsylvania,Northeast Region,2020,1,2303,52633,"$35,000 - $55,000",5214,356,6.8,Less than 10%,2718,2020-01-01,2023-01-01,39.9353905,-78.0020294,17233,"17233, PA",Bing Maps,postcode
2341,17252,PA,172,Pennsylvania,Northeast Region,2020,1,1330,54405,"$35,000 - $55,000",3681,7,0.2,Less than 10%,1378,2020-01-01,2023-01-01,39.9138222,-77.79496,17252,"17252, PA",Bing Maps,postcode
2342,17257,PA,172,Pennsylvania,Northeast Region,2015,1,11708,53814,"$35,000 - $55,000",29164,3319,11.4,10% - 25%,12498,2015-01-01,2023-01-01,40.0547066,-77.5160217,17257,"17257, PA",Bing Maps,postcode
2343,17257,PA,172,Pennsylvania,Northeast Region,2021,1,11708,53814,"$35,000 - $55,000",29164,3319,11.4,10% - 25%,12498,2021-01-01,2023-01-01,40.0547066,-77.5160217,17257,"17257, PA",Bing Maps,postcode
2344,17264,PA,172,Pennsylvania,Northeast Region,2020,1,946,49539,"$35,000 - $55,000",2304,17,0.7,Less than 10%,1359,2020-01-01,2023-01-01,40.167141,-77.9975967,17264,"17264, PA",Bing Maps,postcode
2345,17267,PA,172,Pennsylvania,Northeast Region,2021,1,1123,67361,"$55,001 - $75,000",2854,122,4.3,Less than 10%,1313,2021-01-01,2023-01-01,39.7791672,-78.232338,17267,"17267, PA",Bing Maps,postcode
2346,17268,PA,172,Pennsylvania,Northeast Region,2015,1,11652,58607,"$55,001 - $75,000",29153,3311,11.4,10% - 25%,12348,2015-01-01,2023-01-01,39.7622871,-77.577301,17268,"17268, PA",Bing Maps,postcode
2347,17268,PA,172,Pennsylvania,Northeast Region,2020,1,11652,58607,"$55,001 - $75,000",29153,3311,11.4,10% - 25%,12348,2020-01-01,2023-01-01,39.7622871,-77.577301,17268,"17268, PA",Bing Maps,postcode
2348,17313,PA,173,Pennsylvania,Northeast Region,2015,1,4624,55598,"$55,001 - $75,000",11269,1574,14,10% - 25%,4865,2015-01-01,2023-01-01,39.9023552,-76.6456528,17313,"17313, PA",Bing Maps,postcode
2349,17315,PA,173,Pennsylvania,Northeast Region,2020,1,10799,67716,"$55,001 - $75,000",26160,2304,8.8,Less than 10%,11413,2020-01-01,2023-01-01,40.0052261,-76.8546066,17315,"17315, PA",Bing Maps,postcode
2350,17319,PA,173,Pennsylvania,Northeast Region,2020,1,4448,79746,"More than $75,000",11440,886,7.7,Less than 10%,4532,2020-01-01,2023-01-01,40.1484795,-76.7955704,17319,"17319, PA",Bing Maps,postcode
2351,17322,PA,173,Pennsylvania,Northeast Region,2020,2,2340,91293,"More than $75,000",6191,240,3.9,Less than 10%,2499,2020-01-01,2023-01-01,39.8444672,-76.5687103,17322,"17322, PA",Bing Maps,postcode
2352,17325,PA,173,Pennsylvania,Northeast Region,2020,2,10853,69601,"$55,001 - $75,000",28563,3740,13.1,10% - 25%,11574,2020-01-01,2023-01-01,39.8309937,-77.2256088,17325,"17325, PA",Bing Maps,postcode
2353,17331,PA,173,Pennsylvania,Northeast Region,2013,1,21175,66536,"$55,001 - $75,000",52219,6007,11.5,10% - 25%,22327,2013-01-01,2023-01-01,39.7977257,-76.9822617,17331,"17331, PA",Bing Maps,postcode
2354,17340,PA,173,Pennsylvania,Northeast Region,2020,1,4334,74583,"$55,001 - $75,000",11024,1029,9.3,Less than 10%,4623,2020-01-01,2023-01-01,39.7543106,-77.0943604,17340,"17340, PA",Bing Maps,postcode
2355,17349,PA,173,Pennsylvania,Northeast Region,2020,1,2670,93137,"More than $75,000",7261,509,7,Less than 10%,2697,2020-01-01,2023-01-01,39.751976,-76.6852722,17349,"17349, PA",Bing Maps,postcode
2356,17356,PA,173,Pennsylvania,Northeast Region,2013,1,8650,70145,"$55,001 - $75,000",21784,1624,7.5,Less than 10%,9170,2013-01-01,2023-01-01,39.9013901,-76.5991363,17356,"17356, PA",Bing Maps,postcode
2357,17356,PA,173,Pennsylvania,Northeast Region,2020,1,8650,70145,"$55,001 - $75,000",21784,1624,7.5,Less than 10%,9170,2020-01-01,2023-01-01,39.9013901,-76.5991363,17356,"17356, PA",Bing Maps,postcode
2358,17361,PA,173,Pennsylvania,Northeast Region,2020,1,2594,86013,"More than $75,000",6544,684,10.5,10% - 25%,2633,2020-01-01,2023-01-01,39.7601471,-76.6717453,17361,"17361, PA",Bing Maps,postcode
2359,17401,PA,174,Pennsylvania,Northeast Region,2014,1,6669,31497,"Less than $35,000",16973,11440,67.4,50.1% - 75%,7655,2014-01-01,2023-01-01,39.9602051,-76.7351456,17401,"17401, PA",Bing Maps,postcode
2360,17401,PA,174,Pennsylvania,Northeast Region,2020,1,6669,31497,"Less than $35,000",16973,11440,67.4,50.1% - 75%,7655,2020-01-01,2023-01-01,39.9602051,-76.7351456,17401,"17401, PA",Bing Maps,postcode
2361,17402,PA,174,Pennsylvania,Northeast Region,2020,1,13767,72299,"$55,001 - $75,000",38026,8495,22.3,10% - 25%,14235,2020-01-01,2023-01-01,39.9650345,-76.6635132,17402,"17402, PA",Bing Maps,postcode
2362,17505,PA,175,Pennsylvania,Northeast Region,2020,1,401,79063,"More than $75,000",1460,0,0,Less than 10%,524,2020-01-01,2023-01-01,40.0539475,-76.1931534,17505,"17505, PA",Bing Maps,postcode
2363,17505,PA,175,Pennsylvania,Northeast Region,2021,1,401,79063,"More than $75,000",1460,0,0,Less than 10%,524,2021-01-01,2023-01-01,40.0539475,-76.1931534,17505,"17505, PA",Bing Maps,postcode
2364,17512,PA,175,Pennsylvania,Northeast Region,2013,1,7347,48791,"$35,000 - $55,000",17802,3943,22.1,10% - 25%,7888,2013-01-01,2023-01-01,40.0375633,-76.4875488,17512,"17512, PA",Bing Maps,postcode
2365,17517,PA,175,Pennsylvania,Northeast Region,2020,1,5474,78169,"More than $75,000",15974,1661,10.4,10% - 25%,5675,2020-01-01,2023-01-01,40.2284508,-76.1280594,17517,"17517, PA",Bing Maps,postcode
2366,17519,PA,175,Pennsylvania,Northeast Region,2020,2,2352,86483,"More than $75,000",6859,273,4,Less than 10%,2422,2020-01-01,2023-01-01,40.1475067,-76.0366898,17519,"17519, PA",Bing Maps,postcode
2367,17522,PA,175,Pennsylvania,Northeast Region,2014,1,13413,61829,"$55,001 - $75,000",34400,3880,11.3,10% - 25%,13795,2014-01-01,2023-01-01,40.1802712,-76.1843796,17522,"17522, PA",Bing Maps,postcode
2368,17538,PA,175,Pennsylvania,Northeast Region,2015,1,2921,85470,"More than $75,000",7311,1286,17.6,10% - 25%,3061,2015-01-01,2023-01-01,40.0953445,-76.4146652,17538,"17538, PA",Bing Maps,postcode
2369,17540,PA,175,Pennsylvania,Northeast Region,2020,1,3505,71641,"$55,001 - $75,000",10773,2037,18.9,10% - 25%,3646,2020-01-01,2023-01-01,40.0892754,-76.190506,17540,"17540, PA",Bing Maps,postcode
2370,17540,PA,175,Pennsylvania,Northeast Region,2021,2,3505,71641,"$55,001 - $75,000",10773,2037,18.9,10% - 25%,3646,2021-01-01,2023-01-01,40.0892754,-76.190506,17540,"17540, PA",Bing Maps,postcode
2371,17543,PA,175,Pennsylvania,Northeast Region,2014,1,17510,75946,"More than $75,000",44973,4567,10.2,10% - 25%,18084,2014-01-01,2023-01-01,40.1548805,-76.3054733,17543,"17543, PA",Bing Maps,postcode
2372,17552,PA,175,Pennsylvania,Northeast Region,2014,1,8582,75523,"More than $75,000",20369,2446,12,10% - 25%,8807,2014-01-01,2023-01-01,40.1124306,-76.5076599,17552,"17552, PA",Bing Maps,postcode
2373,17555,PA,175,Pennsylvania,Northeast Region,2020,1,2264,72500,"$55,001 - $75,000",7760,223,2.9,Less than 10%,2271,2020-01-01,2023-01-01,40.118351,-75.9633102,17555,"17555, PA",Bing Maps,postcode
2374,17557,PA,175,Pennsylvania,Northeast Region,2021,1,5350,64861,"$55,001 - $75,000",14860,1175,7.9,Less than 10%,5480,2021-01-01,2023-01-01,40.104084,-76.0844116,17557,"17557, PA",Bing Maps,postcode
2375,17566,PA,175,Pennsylvania,Northeast Region,2020,2,4103,63691,"$55,001 - $75,000",12147,1085,8.9,Less than 10%,4236,2020-01-01,2023-01-01,39.8855476,-76.1615601,17566,"17566, PA",Bing Maps,postcode
2376,17569,PA,175,Pennsylvania,Northeast Region,2020,1,2135,80497,"More than $75,000",6422,327,5.1,Less than 10%,2256,2020-01-01,2023-01-01,40.2715607,-76.1083374,17569,"17569, PA",Bing Maps,postcode
2377,17601,PA,176,Pennsylvania,Northeast Region,2021,2,21439,80488,"More than $75,000",53023,11404,21.5,10% - 25%,22172,2021-01-01,2023-01-01,40.0757675,-76.3237762,17601,"17601, PA",Bing Maps,postcode
2378,17603,PA,176,Pennsylvania,Northeast Region,2020,2,25687,61678,"$55,001 - $75,000",65022,28073,43.2,25.1% - 50%,26887,2020-01-01,2023-01-01,40.0295982,-76.337059,17603,"17603, PA",Bing Maps,postcode
2379,17604,PA,176,Pennsylvania,Northeast Region,2020,1,,,,,,,,,2020-01-01,2023-01-01,40.0595932,-76.3347244,17604,"17604, PA",Bing Maps,postcode
2380,17701,PA,177,Pennsylvania,Northeast Region,2020,3,17885,46406,"$35,000 - $55,000",43068,7625,17.7,10% - 25%,20492,2020-01-01,2023-01-01,41.2565117,-77.0153961,17701,"17701, PA",Bing Maps,postcode
2381,17737,PA,177,Pennsylvania,Northeast Region,2020,1,2791,58964,"$55,001 - $75,000",6596,482,7.3,Less than 10%,3105,2020-01-01,2023-01-01,41.2599716,-76.7042236,17737,"17737, PA",Bing Maps,postcode
2382,17752,PA,177,Pennsylvania,Northeast Region,2020,1,1690,53000,"$35,000 - $55,000",4503,171,3.8,Less than 10%,1873,2020-01-01,2023-01-01,41.1755676,-76.9015198,17752,"17752, PA",Bing Maps,postcode
2383,17754,PA,177,Pennsylvania,Northeast Region,2020,2,4971,64175,"$55,001 - $75,000",12392,808,6.5,Less than 10%,5330,2020-01-01,2023-01-01,41.2723236,-76.8969727,17754,"17754, PA",Bing Maps,postcode
2384,17756,PA,177,Pennsylvania,Northeast Region,2020,1,4279,66426,"$55,001 - $75,000",12305,955,7.8,Less than 10%,4706,2020-01-01,2023-01-01,41.212223,-76.7659988,17756,"17756, PA",Bing Maps,postcode
2385,17764,PA,177,Pennsylvania,Northeast Region,2020,2,1102,36422,"$35,000 - $55,000",2341,162,6.9,Less than 10%,2043,2020-01-01,2023-01-01,41.3266869,-77.7571564,17764,"17764, PA",Bing Maps,postcode
2386,17801,PA,178,Pennsylvania,Northeast Region,2015,1,6878,45313,"$35,000 - $55,000",15583,1172,7.5,Less than 10%,7625,2015-01-01,2023-01-01,40.8583488,-76.7703094,17801,"17801, PA",Bing Maps,postcode
2387,17815,PA,178,Pennsylvania,Northeast Region,2014,1,11612,52824,"$35,000 - $55,000",29705,2707,9.1,Less than 10%,12887,2014-01-01,2023-01-01,41.012886,-76.4351807,17815,"17815, PA",Bing Maps,postcode
2388,17815,PA,178,Pennsylvania,Northeast Region,2020,3,11612,52824,"$35,000 - $55,000",29705,2707,9.1,Less than 10%,12887,2020-01-01,2023-01-01,41.012886,-76.4351807,17815,"17815, PA",Bing Maps,postcode
2389,17815,PA,178,Pennsylvania,Northeast Region,2021,3,11612,52824,"$35,000 - $55,000",29705,2707,9.1,Less than 10%,12887,2021-01-01,2023-01-01,41.012886,-76.4351807,17815,"17815, PA",Bing Maps,postcode
2390,17821,PA,178,Pennsylvania,Northeast Region,2013,1,7638,61194,"$55,001 - $75,000",18773,1768,9.4,Less than 10%,8270,2013-01-01,2023-01-01,40.9645653,-76.6177292,17821,"17821, PA",Bing Maps,postcode
2391,17822,PA,178,Pennsylvania,Northeast Region,2020,1,0,,NA,0,0,,NA,0,2020-01-01,2023-01-01,40.9668961,-76.6053543,17822,"17822, PA",Bing Maps,postcode
2392,17830,PA,178,Pennsylvania,Northeast Region,2021,1,821,59034,"$55,001 - $75,000",1988,42,2.1,Less than 10%,1085,2021-01-01,2023-01-01,40.6961174,-76.8228683,17830,"17830, PA",Bing Maps,postcode
2393,17844,PA,178,Pennsylvania,Northeast Region,2020,1,3806,55232,"$55,001 - $75,000",10504,375,3.6,Less than 10%,4454,2020-01-01,2023-01-01,40.9202194,-77.0452728,17844,"17844, PA",Bing Maps,postcode
2394,17846,PA,178,Pennsylvania,Northeast Region,2020,1,1543,53948,"$35,000 - $55,000",4052,220,5.4,Less than 10%,1716,2020-01-01,2023-01-01,41.1398315,-76.5284958,17846,"17846, PA",Bing Maps,postcode
2395,17847,PA,178,Pennsylvania,Northeast Region,2020,3,4892,51815,"$35,000 - $55,000",11433,890,7.8,Less than 10%,5382,2020-01-01,2023-01-01,41.0076981,-76.8366318,17847,"17847, PA",Bing Maps,postcode
2396,17850,PA,178,Pennsylvania,Northeast Region,2020,1,298,44500,"$35,000 - $55,000",686,77,11.2,10% - 25%,315,2020-01-01,2023-01-01,40.9662361,-76.8578796,17850,"17850, PA",Bing Maps,postcode
2397,17870,PA,178,Pennsylvania,Northeast Region,2020,2,5595,66158,"$55,001 - $75,000",15273,1308,8.6,Less than 10%,6037,2020-01-01,2023-01-01,40.8089256,-76.8612747,17870,"17870, PA",Bing Maps,postcode
2398,17872,PA,178,Pennsylvania,Northeast Region,2015,1,4281,39653,"$35,000 - $55,000",9413,916,9.7,Less than 10%,6023,2015-01-01,2023-01-01,40.7863502,-76.5644073,17872,"17872, PA",Bing Maps,postcode
2399,17872,PA,178,Pennsylvania,Northeast Region,2020,1,4281,39653,"$35,000 - $55,000",9413,916,9.7,Less than 10%,6023,2020-01-01,2023-01-01,40.7863502,-76.5644073,17872,"17872, PA",Bing Maps,postcode
2400,17872,PA,178,Pennsylvania,Northeast Region,2021,1,4281,39653,"$35,000 - $55,000",9413,916,9.7,Less than 10%,6023,2021-01-01,2023-01-01,40.7863502,-76.5644073,17872,"17872, PA",Bing Maps,postcode
2401,17901,PA,179,Pennsylvania,Northeast Region,2020,2,9912,45198,"$35,000 - $55,000",22878,1439,6.3,Less than 10%,11614,2020-01-01,2023-01-01,40.6870308,-76.2118835,17901,"17901, PA",Bing Maps,postcode
2402,17922,PA,179,Pennsylvania,Northeast Region,2021,1,1948,77163,"More than $75,000",5111,69,1.4,Less than 10%,2213,2021-01-01,2023-01-01,40.593605,-76.1306457,17922,"17922, PA",Bing Maps,postcode
2403,17961,PA,179,Pennsylvania,Northeast Region,2021,3,2544,71746,"$55,001 - $75,000",6102,461,7.6,Less than 10%,2685,2021-01-01,2023-01-01,40.6525917,-76.0880356,17961,"17961, PA",Bing Maps,postcode
2404,17968,PA,179,Pennsylvania,Northeast Region,2020,1,77,67750,"$55,001 - $75,000",210,6,2.9,Less than 10%,90,2020-01-01,2023-01-01,40.6344681,-76.5908508,17968,"17968, PA",Bing Maps,postcode
2405,17980,PA,179,Pennsylvania,Northeast Region,2020,1,1214,59563,"$55,001 - $75,000",2931,101,3.4,Less than 10%,1467,2020-01-01,2023-01-01,40.5853996,-76.5527115,17980,"17980, PA",Bing Maps,postcode
2406,17981,PA,179,Pennsylvania,Northeast Region,2020,1,1066,52075,"$35,000 - $55,000",2669,27,1,Less than 10%,1213,2020-01-01,2023-01-01,40.6371307,-76.401886,17981,"17981, PA",Bing Maps,postcode
2407,18014,PA,180,Pennsylvania,Northeast Region,2020,1,4326,67216,"$55,001 - $75,000",11738,1019,8.7,Less than 10%,4665,2020-01-01,2023-01-01,40.7414475,-75.3928451,18014,"18014, PA",Bing Maps,postcode
2408,18018,PA,180,Pennsylvania,Northeast Region,2020,1,13297,58487,"$55,001 - $75,000",31240,11443,36.6,25.1% - 50%,14168,2020-01-01,2023-01-01,40.6252441,-75.3912277,18018,"18018, PA",Bing Maps,postcode
2409,18041,PA,180,Pennsylvania,Northeast Region,2023,1,2088,79239,"More than $75,000",5429,451,8.3,Less than 10%,2177,2023-01-01,2023-01-01,40.4126244,-75.5025253,18041,"18041, PA",Bing Maps,postcode
2410,18041,PA,180,Pennsylvania,Northeast Region,2020,3,2088,79239,"More than $75,000",5429,451,8.3,Less than 10%,2177,2020-01-01,2023-01-01,40.4126244,-75.5025253,18041,"18041, PA",Bing Maps,postcode
2411,18045,PA,180,Pennsylvania,Northeast Region,2014,1,10153,98467,"More than $75,000",26070,5876,22.5,10% - 25%,10624,2014-01-01,2023-01-01,40.679287,-75.2662048,18045,"18045, PA",Bing Maps,postcode
2412,18049,PA,180,Pennsylvania,Northeast Region,2020,1,7056,76737,"More than $75,000",17601,2124,12.1,10% - 25%,7321,2020-01-01,2023-01-01,40.5261841,-75.4996567,18049,"18049, PA",Bing Maps,postcode
2413,18052,PA,180,Pennsylvania,Northeast Region,2015,1,11505,67835,"$55,001 - $75,000",27896,9328,33.4,25.1% - 50%,11883,2015-01-01,2023-01-01,40.6435623,-75.4968033,18052,"18052, PA",Bing Maps,postcode
2414,18055,PA,180,Pennsylvania,Northeast Region,2020,1,4620,74394,"$55,001 - $75,000",12000,1594,13.3,10% - 25%,4935,2020-01-01,2023-01-01,40.5756607,-75.3171692,18055,"18055, PA",Bing Maps,postcode
2415,18062,PA,180,Pennsylvania,Northeast Region,2017,1,10426,85262,"More than $75,000",26788,5044,18.8,10% - 25%,10760,2017-01-01,2023-01-01,40.5225639,-75.5605774,18062,"18062, PA",Bing Maps,postcode
2416,18067,PA,180,Pennsylvania,Northeast Region,2014,1,7321,74580,"$55,001 - $75,000",17608,2385,13.5,10% - 25%,7913,2014-01-01,2023-01-01,40.7028732,-75.4727631,18067,"18067, PA",Bing Maps,postcode
2417,18069,PA,180,Pennsylvania,Northeast Region,2020,1,3168,97100,"More than $75,000",8600,1596,18.6,10% - 25%,3255,2020-01-01,2023-01-01,40.6288071,-75.6118851,18069,"18069, PA",Bing Maps,postcode
2418,18071,PA,180,Pennsylvania,Northeast Region,2013,1,4368,61757,"$55,001 - $75,000",10362,409,3.9,Less than 10%,4804,2013-01-01,2023-01-01,40.819931,-75.5898514,18071,"18071, PA",Bing Maps,postcode
2419,18088,PA,180,Pennsylvania,Northeast Region,2020,1,3196,64681,"$55,001 - $75,000",8342,525,6.3,Less than 10%,3515,2020-01-01,2023-01-01,40.769104,-75.573967,18088,"18088, PA",Bing Maps,postcode
2420,18104,PA,181,Pennsylvania,Northeast Region,2020,2,16419,74960,"$55,001 - $75,000",44217,13332,30.2,25.1% - 50%,17009,2020-01-01,2023-01-01,40.6049347,-75.5372086,18104,"18104, PA",Bing Maps,postcode
2421,18106,PA,181,Pennsylvania,Northeast Region,2020,2,2894,71368,"$55,001 - $75,000",6890,1365,19.8,10% - 25%,2949,2020-01-01,2023-01-01,40.5662537,-75.5763321,18106,"18106, PA",Bing Maps,postcode
2422,18109,PA,181,Pennsylvania,Northeast Region,2014,1,6609,46184,"$35,000 - $55,000",17425,11072,63.5,50.1% - 75%,7050,2014-01-01,2023-01-01,40.6308937,-75.4369125,18109,"18109, PA",Bing Maps,postcode
2423,18201,PA,182,Pennsylvania,Northeast Region,2015,1,10607,39345,"$35,000 - $55,000",26978,15421,57.2,50.1% - 75%,12324,2015-01-01,2023-01-01,40.958641,-75.973465,18201,"18201, PA",Bing Maps,postcode
2424,18201,PA,182,Pennsylvania,Northeast Region,2020,2,10607,39345,"$35,000 - $55,000",26978,15421,57.2,50.1% - 75%,12324,2020-01-01,2023-01-01,40.958641,-75.973465,18201,"18201, PA",Bing Maps,postcode
2425,18202,PA,182,Pennsylvania,Northeast Region,2020,1,4592,44592,"$35,000 - $55,000",11527,3807,33,25.1% - 50%,5560,2020-01-01,2023-01-01,40.9707603,-76.0147476,18202,"18202, PA",Bing Maps,postcode
2426,18212,PA,182,Pennsylvania,Northeast Region,2020,1,49,55268,"$55,001 - $75,000",86,0,0,Less than 10%,49,2020-01-01,2023-01-01,40.8346367,-75.709198,18212,"18212, PA",Bing Maps,postcode
2427,18240,PA,182,Pennsylvania,Northeast Region,2020,1,1557,51762,"$35,000 - $55,000",3806,480,12.6,10% - 25%,1897,2020-01-01,2023-01-01,40.8553925,-75.8553467,18240,"18240, PA",Bing Maps,postcode
2428,18301,PA,183,Pennsylvania,Northeast Region,2014,1,9995,70157,"$55,001 - $75,000",29694,13380,45.1,25.1% - 50%,12214,2014-01-01,2023-01-01,41.0195808,-75.1901703,18301,"18301, PA",Bing Maps,postcode
2429,18301,PA,183,Pennsylvania,Northeast Region,2020,1,9995,70157,"$55,001 - $75,000",29694,13380,45.1,25.1% - 50%,12214,2020-01-01,2023-01-01,41.0195808,-75.1901703,18301,"18301, PA",Bing Maps,postcode
2430,18321,PA,183,Pennsylvania,Northeast Region,2020,1,569,61375,"$55,001 - $75,000",1642,757,46.1,25.1% - 50%,755,2020-01-01,2023-01-01,41.0111237,-75.283432,18321,"18321, PA",Bing Maps,postcode
2431,18322,PA,183,Pennsylvania,Northeast Region,2020,1,1041,76717,"More than $75,000",3020,388,12.8,10% - 25%,1202,2020-01-01,2023-01-01,40.9216118,-75.3984909,18322,"18322, PA",Bing Maps,postcode
2432,18324,PA,183,Pennsylvania,Northeast Region,2020,1,3719,51817,"$35,000 - $55,000",9249,5327,57.6,50.1% - 75%,5983,2020-01-01,2023-01-01,41.148201,-74.9944,18324,"18324, PA",Bing Maps,postcode
2433,18327,PA,183,Pennsylvania,Northeast Region,2020,2,294,74375,"$55,001 - $75,000",577,64,11.1,10% - 25%,338,2020-01-01,2023-01-01,40.9834328,-75.1426544,18327,"18327, PA",Bing Maps,postcode
2434,18336,PA,183,Pennsylvania,Northeast Region,2014,1,1712,65441,"$55,001 - $75,000",3800,469,12.3,10% - 25%,1849,2014-01-01,2023-01-01,41.3704872,-74.7060852,18336,"18336, PA",Bing Maps,postcode
2435,18344,PA,183,Pennsylvania,Northeast Region,2020,1,1334,65595,"$55,001 - $75,000",3780,2188,57.9,50.1% - 75%,1455,2020-01-01,2023-01-01,41.1224785,-75.3535767,18344,"18344, PA",Bing Maps,postcode
2436,18351,PA,183,Pennsylvania,Northeast Region,2015,1,201,52321,"$35,000 - $55,000",549,219,39.9,25.1% - 50%,267,2015-01-01,2023-01-01,40.9245186,-75.0988617,18351,"18351, PA",Bing Maps,postcode
2437,18354,PA,183,Pennsylvania,Northeast Region,2020,1,452,65868,"$55,001 - $75,000",1201,127,10.6,10% - 25%,482,2020-01-01,2023-01-01,40.928463,-75.3121414,18354,"18354, PA",Bing Maps,postcode
2438,18356,PA,183,Pennsylvania,Northeast Region,2020,1,28,,NA,58,0,0,Less than 10%,447,2020-01-01,2023-01-01,41.0069046,-75.1230164,18356,"18356, PA",Bing Maps,postcode
2439,18360,PA,183,Pennsylvania,Northeast Region,2020,5,10263,58904,"$55,001 - $75,000",27759,8160,29.4,25.1% - 50%,11495,2020-01-01,2023-01-01,40.9822807,-75.2588577,18360,"18360, PA",Bing Maps,postcode
2440,18360,PA,183,Pennsylvania,Northeast Region,2021,3,10263,58904,"$55,001 - $75,000",27759,8160,29.4,25.1% - 50%,11495,2021-01-01,2023-01-01,40.9822807,-75.2588577,18360,"18360, PA",Bing Maps,postcode
2441,18370,PA,183,Pennsylvania,Northeast Region,2015,1,617,71174,"$55,001 - $75,000",1600,182,11.4,10% - 25%,837,2015-01-01,2023-01-01,41.09132,-75.3186798,18370,"18370, PA",Bing Maps,postcode
2442,18411,PA,184,Pennsylvania,Northeast Region,2013,1,8397,81801,"More than $75,000",21312,2014,9.5,Less than 10%,9016,2013-01-01,2023-01-01,41.4945679,-75.7001724,18411,"18411, PA",Bing Maps,postcode
2443,18411,PA,184,Pennsylvania,Northeast Region,2020,2,8397,81801,"More than $75,000",21312,2014,9.5,Less than 10%,9016,2020-01-01,2023-01-01,41.4945679,-75.7001724,18411,"18411, PA",Bing Maps,postcode
2444,18414,PA,184,Pennsylvania,Northeast Region,2020,1,2259,75452,"More than $75,000",5461,241,4.4,Less than 10%,2636,2020-01-01,2023-01-01,41.5320664,-75.7350769,18414,"18414, PA",Bing Maps,postcode
2445,18426,PA,184,Pennsylvania,Northeast Region,2021,1,1692,53099,"$35,000 - $55,000",4091,455,11.1,10% - 25%,4434,2021-01-01,2023-01-01,41.3339386,-75.2834473,18426,"18426, PA",Bing Maps,postcode
2446,18428,PA,184,Pennsylvania,Northeast Region,2021,1,4992,58881,"$55,001 - $75,000",11668,1620,13.9,10% - 25%,9848,2021-01-01,2023-01-01,41.4662857,-75.1239929,18428,"18428, PA",Bing Maps,postcode
2447,18431,PA,184,Pennsylvania,Northeast Region,2021,1,4976,52667,"$35,000 - $55,000",12133,619,5.1,Less than 10%,5999,2021-01-01,2023-01-01,41.5827637,-75.2632675,18431,"18431, PA",Bing Maps,postcode
2448,18436,PA,184,Pennsylvania,Northeast Region,2020,1,4827,68845,"$55,001 - $75,000",12960,855,6.6,Less than 10%,10225,2020-01-01,2023-01-01,41.43713,-75.3904343,18436,"18436, PA",Bing Maps,postcode
2449,18444,PA,184,Pennsylvania,Northeast Region,2020,1,5398,76184,"More than $75,000",13938,553,4,Less than 10%,6130,2020-01-01,2023-01-01,41.343998,-75.520546,18444,"18444, PA",Bing Maps,postcode
2450,18446,PA,184,Pennsylvania,Northeast Region,2020,1,1329,56289,"$55,001 - $75,000",3048,178,5.8,Less than 10%,1697,2020-01-01,2023-01-01,41.6472282,-75.7761841,18446,"18446, PA",Bing Maps,postcode
2451,18447,PA,184,Pennsylvania,Northeast Region,2022,1,4435,53640,"$35,000 - $55,000",10503,787,7.5,Less than 10%,4872,2022-01-01,2023-01-01,41.4797859,-75.6150284,18447,"18447, PA",Bing Maps,postcode
2452,18466,PA,184,Pennsylvania,Northeast Region,2020,3,5796,60890,"$55,001 - $75,000",17531,10112,57.7,50.1% - 75%,7915,2020-01-01,2023-01-01,41.1758347,-75.3730927,18466,"18466, PA",Bing Maps,postcode
2453,18505,PA,185,Pennsylvania,Northeast Region,2014,3,8918,42463,"$35,000 - $55,000",21671,7855,36.2,25.1% - 50%,10363,2014-01-01,2023-01-01,41.3897858,-75.666008,18505,"18505, PA",Bing Maps,postcode
2454,18505,PA,185,Pennsylvania,Northeast Region,2015,1,8918,42463,"$35,000 - $55,000",21671,7855,36.2,25.1% - 50%,10363,2015-01-01,2023-01-01,41.3897858,-75.666008,18505,"18505, PA",Bing Maps,postcode
2455,18505,PA,185,Pennsylvania,Northeast Region,2021,1,8918,42463,"$35,000 - $55,000",21671,7855,36.2,25.1% - 50%,10363,2021-01-01,2023-01-01,41.3897858,-75.666008,18505,"18505, PA",Bing Maps,postcode
2456,18512,PA,185,Pennsylvania,Northeast Region,2023,1,5215,54227,"$35,000 - $55,000",11550,1216,10.5,10% - 25%,5873,2023-01-01,2023-01-01,41.4246902,-75.6210861,18512,"18512, PA",Bing Maps,postcode
2457,18512,PA,185,Pennsylvania,Northeast Region,2020,1,5215,54227,"$35,000 - $55,000",11550,1216,10.5,10% - 25%,5873,2020-01-01,2023-01-01,41.4246902,-75.6210861,18512,"18512, PA",Bing Maps,postcode
2458,18603,PA,186,Pennsylvania,Northeast Region,2020,1,8527,50747,"$35,000 - $55,000",19441,1467,7.5,Less than 10%,9491,2020-01-01,2023-01-01,41.0651207,-76.244957,18603,"18603, PA",Bing Maps,postcode
